paperId,abstract,year,referenceCount,citationCount,influentialCitationCount,year0_citation_count,year1_citation_count,year2_citation_count,year3_citation_count,year4_citation_count,year5_citation_count,year6_citation_count,year7_citation_count,year8_citation_count,year9_citation_count
24a931f2000cef230bfc88612223dce1f106f982,"Foreword Preface Acknowledgments List of Figures Units and Acronyms Introduction to UAV Systems Part 1 - The Design of Unmanned Air Vehicle (UAV) Systems Introduction to the Design and Selection of the System Aerodynamics and Airframe Configurations Characteristics of Aircraft Types Design Standards and Regulatory Aspects Aspects of Airframe Design Design for Stealth Payload Types Communications Control and Stability Navigation Launch and Recovery Control Stations Support Equipment Transportation Design for Reliability Part 2 - The Development of UAV Systems Introduction to System Development and Certification System Ground Testing System In-Flight Testing Part 3 - The Deployment of UAV Systems Operational Trials and Full Certification UAV Systems Deployment Army Roles Air Force Roles Civilian, Paramilitary, and Commercial Roles Part 4 - UAS Future Future Prospects and Challenges UAS Continuing Evolution Appendix A - UAS Organizations.",2010,0,537,39,0,14,21,26,42,54,60,70,73,79
05a41f829ffaea938f70518b3d71dadbd0267c01,"In this paper, the recent activity in conceptual design, prototype fabrication, and evaluation of shape morphing wing is concisely classified. Of special interest are concepts which include smart materials such as shape memory alloys (SMA), piezoelectric actuators (PZT), and shape memory polymers (SMP). We will also provide several concepts that have been developed and evaluated by the authors. Our work indicates that antagonistic SMA-actuated flexural structures form a possible enabling technology for wing morphing of small aircraft. The use of SMA-actuated structures in shape morphing wing designs reduces the weight penalty due to the actuation systems, because such SMA-actuated structures carry aerodynamic loads.",2010,56,498,9,9,11,32,48,41,55,55,49,54,48
24a931f2000cef230bfc88612223dce1f106f982,"Foreword Preface Acknowledgments List of Figures Units and Acronyms Introduction to UAV Systems Part 1 - The Design of Unmanned Air Vehicle (UAV) Systems Introduction to the Design and Selection of the System Aerodynamics and Airframe Configurations Characteristics of Aircraft Types Design Standards and Regulatory Aspects Aspects of Airframe Design Design for Stealth Payload Types Communications Control and Stability Navigation Launch and Recovery Control Stations Support Equipment Transportation Design for Reliability Part 2 - The Development of UAV Systems Introduction to System Development and Certification System Ground Testing System In-Flight Testing Part 3 - The Deployment of UAV Systems Operational Trials and Full Certification UAV Systems Deployment Army Roles Air Force Roles Civilian, Paramilitary, and Commercial Roles Part 4 - UAS Future Future Prospects and Challenges UAS Continuing Evolution Appendix A - UAS Organizations.",2010,0,537,39,0,14,21,26,42,54,60,70,73,79
05a41f829ffaea938f70518b3d71dadbd0267c01,"In this paper, the recent activity in conceptual design, prototype fabrication, and evaluation of shape morphing wing is concisely classified. Of special interest are concepts which include smart materials such as shape memory alloys (SMA), piezoelectric actuators (PZT), and shape memory polymers (SMP). We will also provide several concepts that have been developed and evaluated by the authors. Our work indicates that antagonistic SMA-actuated flexural structures form a possible enabling technology for wing morphing of small aircraft. The use of SMA-actuated structures in shape morphing wing designs reduces the weight penalty due to the actuation systems, because such SMA-actuated structures carry aerodynamic loads.",2010,56,498,9,9,11,32,48,41,55,55,49,54,48
24a931f2000cef230bfc88612223dce1f106f982,"Foreword Preface Acknowledgments List of Figures Units and Acronyms Introduction to UAV Systems Part 1 - The Design of Unmanned Air Vehicle (UAV) Systems Introduction to the Design and Selection of the System Aerodynamics and Airframe Configurations Characteristics of Aircraft Types Design Standards and Regulatory Aspects Aspects of Airframe Design Design for Stealth Payload Types Communications Control and Stability Navigation Launch and Recovery Control Stations Support Equipment Transportation Design for Reliability Part 2 - The Development of UAV Systems Introduction to System Development and Certification System Ground Testing System In-Flight Testing Part 3 - The Deployment of UAV Systems Operational Trials and Full Certification UAV Systems Deployment Army Roles Air Force Roles Civilian, Paramilitary, and Commercial Roles Part 4 - UAS Future Future Prospects and Challenges UAS Continuing Evolution Appendix A - UAS Organizations.",2010,0,537,39,0,14,21,26,42,54,60,70,73,79
05a41f829ffaea938f70518b3d71dadbd0267c01,"In this paper, the recent activity in conceptual design, prototype fabrication, and evaluation of shape morphing wing is concisely classified. Of special interest are concepts which include smart materials such as shape memory alloys (SMA), piezoelectric actuators (PZT), and shape memory polymers (SMP). We will also provide several concepts that have been developed and evaluated by the authors. Our work indicates that antagonistic SMA-actuated flexural structures form a possible enabling technology for wing morphing of small aircraft. The use of SMA-actuated structures in shape morphing wing designs reduces the weight penalty due to the actuation systems, because such SMA-actuated structures carry aerodynamic loads.",2010,56,498,9,9,11,32,48,41,55,55,49,54,48
24a931f2000cef230bfc88612223dce1f106f982,"Foreword Preface Acknowledgments List of Figures Units and Acronyms Introduction to UAV Systems Part 1 - The Design of Unmanned Air Vehicle (UAV) Systems Introduction to the Design and Selection of the System Aerodynamics and Airframe Configurations Characteristics of Aircraft Types Design Standards and Regulatory Aspects Aspects of Airframe Design Design for Stealth Payload Types Communications Control and Stability Navigation Launch and Recovery Control Stations Support Equipment Transportation Design for Reliability Part 2 - The Development of UAV Systems Introduction to System Development and Certification System Ground Testing System In-Flight Testing Part 3 - The Deployment of UAV Systems Operational Trials and Full Certification UAV Systems Deployment Army Roles Air Force Roles Civilian, Paramilitary, and Commercial Roles Part 4 - UAS Future Future Prospects and Challenges UAS Continuing Evolution Appendix A - UAS Organizations.",2010,0,537,39,0,14,21,26,42,54,60,70,73,79
05a41f829ffaea938f70518b3d71dadbd0267c01,"In this paper, the recent activity in conceptual design, prototype fabrication, and evaluation of shape morphing wing is concisely classified. Of special interest are concepts which include smart materials such as shape memory alloys (SMA), piezoelectric actuators (PZT), and shape memory polymers (SMP). We will also provide several concepts that have been developed and evaluated by the authors. Our work indicates that antagonistic SMA-actuated flexural structures form a possible enabling technology for wing morphing of small aircraft. The use of SMA-actuated structures in shape morphing wing designs reduces the weight penalty due to the actuation systems, because such SMA-actuated structures carry aerodynamic loads.",2010,56,498,9,9,11,32,48,41,55,55,49,54,48
24a931f2000cef230bfc88612223dce1f106f982,"Foreword Preface Acknowledgments List of Figures Units and Acronyms Introduction to UAV Systems Part 1 - The Design of Unmanned Air Vehicle (UAV) Systems Introduction to the Design and Selection of the System Aerodynamics and Airframe Configurations Characteristics of Aircraft Types Design Standards and Regulatory Aspects Aspects of Airframe Design Design for Stealth Payload Types Communications Control and Stability Navigation Launch and Recovery Control Stations Support Equipment Transportation Design for Reliability Part 2 - The Development of UAV Systems Introduction to System Development and Certification System Ground Testing System In-Flight Testing Part 3 - The Deployment of UAV Systems Operational Trials and Full Certification UAV Systems Deployment Army Roles Air Force Roles Civilian, Paramilitary, and Commercial Roles Part 4 - UAS Future Future Prospects and Challenges UAS Continuing Evolution Appendix A - UAS Organizations.",2010,0,537,39,0,14,21,26,42,54,60,70,73,79
05a41f829ffaea938f70518b3d71dadbd0267c01,"In this paper, the recent activity in conceptual design, prototype fabrication, and evaluation of shape morphing wing is concisely classified. Of special interest are concepts which include smart materials such as shape memory alloys (SMA), piezoelectric actuators (PZT), and shape memory polymers (SMP). We will also provide several concepts that have been developed and evaluated by the authors. Our work indicates that antagonistic SMA-actuated flexural structures form a possible enabling technology for wing morphing of small aircraft. The use of SMA-actuated structures in shape morphing wing designs reduces the weight penalty due to the actuation systems, because such SMA-actuated structures carry aerodynamic loads.",2010,56,498,9,9,11,32,48,41,55,55,49,54,48
